snid,x0,t0,x1,c,z,snra,sndec
243,1.80014877348e-05,61303.5613441,-1.57833463487,-0.148154571734,0.42506826,53.3415350503,-28.2029569276
244,1.05994477261e-05,60527.1034761,0.398359254587,0.0606718238916,0.43573892,53.5534909443,-27.5909609183
245,1.39489750891e-05,62107.2572475,0.940485926768,-0.0187114221357,0.42552543,53.6407236789,-27.2708819776
246,1.67136403544e-05,63158.7705383,0.884816508866,-0.036308528208,0.42609155,53.5402268992,-27.6084868053
247,1.76338815669e-05,60478.8255997,0.297201937227,-0.0601639345433,0.44869196,53.275671684,-27.873290473
248,1.0614315009e-05,62464.3898795,0.443989525645,-0.022156469604,0.4524318,53.1571235349,-28.4595353059
249,1.1628484423e-05,62362.5236414,1.03623374741,-0.00330855356907,0.44069862,53.3534258924,-27.8612093542
250,1.21961293292e-05,60018.1452414,-0.724701330255,-0.0709563139404,0.44628477,53.4070503735,-27.4712730005
251,1.33553859828e-05,62641.9944701,0.673582996231,-0.05757022812,0.44577539,53.3119434267,-27.6086444031
252,1.00627071412e-05,61265.3470024,-0.0919951072462,0.00748412888739,0.44038141,53.4420982986,-28.0507240561
253,1.51724607548e-05,60039.1020463,0.844105941641,-0.0531426565361,0.44833994,53.3083259599,-27.6992360623
254,9.62155800165e-06,61537.6536768,-1.02283486934,-0.047976229479,0.45978725,53.2264681366,-27.649925521
255,1.12420838996e-05,60662.2715404,0.64168202713,-0.0338879019041,0.45152462,53.5642883041,-28.2271471276
256,1.18282979484e-05,60221.3933054,1.19735870128,-0.0368073737914,0.46185112,53.444113903,-27.2923510691
257,5.08707333332e-06,59869.2193231,-0.329882797247,0.199277655303,0.44909167,53.2607169781,-28.1369128395
258,1.10342992945e-05,60305.9816852,1.50408505723,-0.0161066790664,0.45059693,53.5597913799,-28.3051327374
259,6.61613048992e-06,61147.9984596,-0.758866840059,0.129003820692,0.45080805,53.3544740458,-28.4102431526
260,1.73525116808e-05,61922.6129372,1.48551189824,-0.15099371566,0.4463098,53.4027549991,-27.4848740383
261,1.52900584756e-05,59898.9340026,1.24538053221,-0.0390359720021,0.44609356,53.3766014727,-27.7752668107
262,6.71240602648e-06,62192.4166454,-0.541588707343,0.111857018998,0.4455353,53.4314229557,-28.1792123526
263,1.17394522986e-05,59951.36856,-0.495341314002,-0.0140889993258,0.44541323,53.2330826524,-27.4211934553
264,1.47571077879e-05,60220.9366088,-0.446522024613,-0.0662623774238,0.44006014,53.4322703856,-28.0483779756
265,1.05255306885e-05,62183.6237019,-0.299663676688,-0.00191233697855,0.46035004,53.4337369855,-28.1447641285
266,7.2953929387e-06,62811.2124116,-0.462052712397,-0.0113280731008,0.45624292,53.5131416742,-27.6610223711
267,1.49908987649e-05,63168.4550178,1.06321740737,-0.100991240481,0.44107628,53.1974008991,-27.9728474239
268,1.06358388476e-05,61963.1103701,1.08404257792,0.0512332638806,0.44817507,53.3228418048,-27.8513475007
269,1.29254923949e-05,61323.7376885,1.4137424374,0.0141844908382,0.4478091,53.4675975672,-28.2433959941
270,1.14336512821e-05,59900.4245753,1.17510876242,0.00337651219037,0.44191027,53.4101274082,-27.6977227393
271,1.62356455102e-05,61620.1704006,-0.0635972602405,-0.116847905886,0.44618618,53.4294118533,-28.0054901994
273,9.00450196366e-06,61457.5675207,0.875540138637,0.000154121741445,0.44057584,53.7553301958,-28.3267272509
